,Knowledge representation and reasoning_CAI_01,Automated planning and scheduling_CAI_02,Machine learning_CAI_03,Natural language processing_CAI_04,Machine perception_CAI_05,Computer vision_CAI_06,Speech recognition_CAI_07,Robotics_CAI_08,Affective computing_CAI_09,Deep learning_CAI_10,Information retrieval_CAI_11,Computer science_CAI_12,Data mining_CAI_14,Commonsense knowledge_CAI_15,Intelligent agent_CAI_16,Master_Similarity
3237,0.37,0.37,0.40,0.66,0.31,0.36,1.00,0.26,0.56,0.24,0.53,0.10,0.32,0.43,0.50,0.83
3145,0.26,0.10,0.58,0.63,0.52,0.30,1.00,0.54,0.59,0.56,0.40,0.52,0.48,0.27,0.22,0.83
2252,0.83,0.38,0.49,0.27,0.28,0.36,0.30,0.23,0.48,0.10,1.00,0.41,0.48,0.19,0.23,0.83
2664,0.10,0.42,0.54,0.51,0.37,0.49,0.28,0.47,0.42,0.11,0.70,1.00,0.81,0.46,0.61,0.83
2680,0.89,0.59,0.55,0.68,0.36,0.31,0.76,0.31,0.72,0.10,1.00,0.17,0.91,0.95,0.52,0.83
165,0.32,0.30,0.43,0.18,0.81,1.00,0.34,0.54,0.46,0.74,0.31,0.21,0.10,0.19,0.35,0.83
1950,0.69,0.49,0.44,0.93,0.66,0.63,0.37,0.79,0.70,0.62,0.64,1.00,0.45,0.10,0.15,0.83
2059,0.38,0.63,0.29,0.28,0.37,0.49,0.70,1.00,0.37,0.54,0.52,0.26,0.18,0.10,0.48,0.83
205,0.36,0.47,0.35,0.30,0.26,0.19,1.00,0.33,0.47,0.24,0.36,0.19,0.27,0.10,0.35,0.83
1992,0.89,0.28,0.57,1.00,0.49,0.32,0.21,0.10,0.60,0.31,0.64,0.26,0.28,0.80,0.82,0.83
1079,0.49,0.29,0.45,0.68,0.28,0.12,0.51,0.10,1.00,0.27,0.26,0.25,0.24,0.65,0.54,0.83
1910,0.38,0.74,0.34,0.22,0.49,0.45,0.15,1.00,0.37,0.22,0.13,0.34,0.10,0.23,0.55,0.83
1907,0.60,0.44,0.63,0.45,0.57,0.82,0.80,0.41,0.40,0.31,0.66,1.00,0.56,0.21,0.10,0.83
2297,0.32,0.29,0.62,0.28,0.54,0.57,0.40,0.26,0.36,1.00,0.10,0.34,0.11,0.15,0.25,0.83
1844,0.27,0.35,0.61,0.54,0.68,0.38,0.21,0.17,0.42,1.00,0.10,0.53,0.12,0.11,0.43,0.83
1280,0.41,0.65,0.26,0.16,0.41,0.40,0.37,1.00,0.21,0.15,0.39,0.17,0.38,0.10,0.50,0.83
2288,1.00,0.61,0.10,0.24,0.23,0.44,0.57,0.44,0.47,0.43,0.36,0.64,0.31,0.33,0.68,0.83
2743,0.11,0.10,0.53,0.32,0.64,1.00,0.35,0.68,0.78,0.22,0.42,0.49,0.20,0.17,0.34,0.83
127,0.56,0.97,0.50,0.58,0.21,0.45,0.47,0.79,0.10,0.70,0.87,0.50,1.00,0.28,0.46,0.83
598,0.33,0.24,0.35,0.33,0.64,0.41,0.63,1.00,0.69,0.26,0.53,0.46,0.20,0.10,0.33,0.83
926,0.26,0.47,0.38,0.25,0.52,0.40,0.16,1.00,0.31,0.25,0.10,0.32,0.32,0.15,0.33,0.83
2754,0.83,0.60,0.10,0.22,0.53,0.62,0.32,1.00,0.60,0.58,0.44,0.28,0.10,0.29,0.72,0.83
2875,0.23,0.46,0.55,0.71,0.10,0.16,0.29,0.21,0.38,0.14,0.15,0.36,0.50,0.60,1.00,0.83
2684,0.89,0.59,0.55,0.68,0.36,0.31,0.76,0.31,0.72,0.10,1.00,0.17,0.91,0.95,0.52,0.83
1626,0.48,0.51,0.55,0.69,0.61,0.86,0.10,0.67,0.44,0.32,1.00,0.80,0.25,0.51,0.54,0.83
1966,0.38,0.20,0.70,0.58,0.53,0.27,1.00,0.13,0.67,0.57,0.20,0.10,0.18,0.50,0.39,0.83
2869,0.10,0.34,0.52,0.28,0.37,0.52,0.37,1.00,0.60,0.52,0.13,0.66,0.23,0.17,0.39,0.83
1618,0.10,0.26,0.68,0.96,0.44,0.61,1.00,0.64,0.69,0.28,0.40,0.37,0.69,0.38,0.32,0.83
3213,0.20,0.10,0.88,0.55,0.34,0.35,0.19,0.32,0.45,0.60,0.17,1.00,0.68,0.20,0.33,0.83
226,0.65,0.93,0.30,0.13,0.32,0.40,0.88,0.19,0.37,0.10,0.98,0.32,1.00,0.15,0.99,0.83
1904,0.19,0.17,0.87,0.26,0.82,1.00,0.10,0.37,0.54,0.98,0.13,0.51,0.33,0.17,0.35,0.83
2768,0.61,0.79,0.29,0.71,0.10,0.48,0.90,0.78,0.65,0.50,1.00,0.94,0.44,0.33,0.78,0.83
2881,0.89,0.59,0.55,0.68,0.36,0.31,0.76,0.31,0.72,0.10,1.00,0.17,0.91,0.95,0.52,0.83
1547,0.16,0.20,0.65,0.25,0.91,1.00,0.28,0.47,0.57,0.79,0.10,0.27,0.24,0.14,0.29,0.83
2879,0.59,0.34,0.34,0.72,0.46,0.30,1.00,0.38,0.82,0.46,0.32,0.19,0.10,0.58,0.53,0.82
2157,0.52,0.52,0.22,0.73,0.27,0.25,0.74,0.35,1.00,0.10,0.76,0.37,0.13,0.34,0.76,0.82
2138,0.36,0.31,0.33,0.29,0.71,0.61,0.92,1.00,0.39,0.57,0.59,0.10,0.33,0.33,0.47,0.82
3072,0.59,0.93,0.10,0.68,0.66,0.42,0.53,1.00,0.49,0.48,0.50,0.30,0.10,0.40,0.80,0.82
147,1.00,0.95,0.24,0.23,0.57,0.63,0.22,0.75,0.83,0.10,0.36,0.57,0.12,0.61,0.48,0.82
1253,0.30,0.42,0.28,0.20,0.39,0.38,0.39,1.00,0.37,0.25,0.24,0.10,0.16,0.16,0.36,0.82
63,0.13,0.24,0.67,0.37,0.57,0.43,0.25,0.32,0.42,1.00,0.10,0.10,0.14,0.11,0.28,0.82
153,1.00,0.71,0.12,0.67,0.35,0.56,0.66,0.50,0.32,0.79,0.99,0.57,0.44,0.10,0.77,0.82
1454,0.29,0.24,0.56,0.44,0.73,1.00,0.17,0.61,0.42,0.61,0.25,0.66,0.30,0.10,0.18,0.82
1923,0.66,0.44,0.45,1.00,0.49,0.50,0.10,0.82,0.47,0.59,0.35,0.87,0.30,0.49,0.52,0.82
1367,0.35,0.35,0.46,0.57,0.39,0.23,1.00,0.50,0.54,0.36,0.33,0.10,0.15,0.19,0.29,0.82
2220,0.37,0.18,0.37,0.33,0.80,0.56,1.00,0.74,0.96,0.51,0.41,0.10,0.24,0.20,0.26,0.82
3418,0.48,1.00,0.16,0.10,0.23,0.36,0.29,0.78,0.20,0.28,0.31,0.38,0.69,0.21,0.72,0.82
1526,0.43,0.22,0.63,1.00,0.41,0.27,0.93,0.15,0.73,0.64,0.10,0.26,0.20,0.44,0.60,0.82
216,0.34,0.59,0.31,0.21,0.61,0.57,0.25,1.00,0.36,0.33,0.28,0.10,0.15,0.22,0.39,0.82
2435,0.32,0.50,0.51,1.00,0.42,0.36,0.80,0.39,0.67,0.37,0.40,0.13,0.10,0.49,0.43,0.82
239,0.36,0.71,0.15,0.10,0.22,0.18,0.18,0.45,0.22,0.25,0.28,0.20,0.18,0.15,1.00,0.82
1861,0.38,0.10,0.64,0.96,0.75,0.88,0.55,0.80,0.52,0.93,1.00,0.63,0.89,0.19,0.20,0.82
759,0.31,0.42,0.32,0.28,0.44,0.33,0.57,1.00,0.34,0.26,0.25,0.41,0.18,0.10,0.33,0.82
2520,0.64,0.52,0.23,0.11,0.69,1.00,0.37,0.79,0.63,0.61,0.33,0.29,0.10,0.28,0.32,0.82
680,0.34,0.53,0.46,0.87,0.52,0.43,0.73,0.17,0.91,0.36,1.00,0.30,0.10,0.72,0.68,0.82
663,0.42,0.24,0.53,0.60,0.63,0.62,0.46,0.18,0.40,1.00,0.23,0.10,0.12,0.34,0.35,0.82
3169,0.22,0.21,0.82,0.93,0.34,0.35,0.10,0.20,0.69,0.59,0.74,0.85,1.00,0.27,0.33,0.82
1457,0.35,0.46,0.24,0.26,0.46,0.50,0.46,1.00,0.36,0.48,0.34,0.68,0.14,0.10,0.60,0.82
1636,0.54,0.63,0.28,0.50,0.34,0.36,1.00,0.56,0.49,0.30,0.78,0.10,0.38,0.45,0.45,0.82
1928,0.63,0.37,0.80,0.96,0.51,0.22,1.00,0.10,0.73,0.58,0.39,0.10,0.16,0.72,0.52,0.82
3093,0.48,0.92,0.25,0.84,0.71,0.72,0.51,1.00,0.40,0.51,0.76,0.88,0.54,0.10,0.43,0.82
2155,0.36,0.25,0.42,0.56,0.51,0.41,0.27,0.60,0.45,0.18,0.39,1.00,0.10,0.48,0.81,0.82
2148,0.22,0.41,0.31,0.23,0.45,0.40,0.35,1.00,0.27,0.37,0.19,0.20,0.25,0.10,0.33,0.82
2214,0.34,0.35,0.35,0.25,0.61,0.27,0.40,1.00,0.43,0.33,0.10,0.32,0.21,0.13,0.27,0.82
473,0.52,0.35,0.39,0.56,0.41,0.62,0.36,0.88,0.41,0.81,0.29,1.00,0.39,0.10,0.38,0.82
1250,0.50,0.38,0.52,1.00,0.45,0.31,0.77,0.14,0.54,0.48,0.32,0.10,0.22,0.50,0.44,0.82
1519,0.35,0.10,0.63,0.52,0.29,0.30,0.20,0.24,0.35,0.42,0.30,1.00,0.56,0.25,0.30,0.82
3155,0.35,1.00,0.10,0.79,0.23,0.32,0.57,0.44,0.75,0.36,0.42,0.25,0.27,0.41,0.95,0.82
2189,0.10,0.14,0.59,1.00,0.42,0.28,0.67,0.70,0.93,0.47,0.30,0.81,0.36,0.45,0.56,0.82
731,0.58,0.19,0.59,0.46,0.25,0.27,0.12,0.38,0.34,0.39,0.49,1.00,0.49,0.10,0.24,0.82
123,0.90,0.53,0.69,0.93,0.50,0.18,0.86,0.22,0.77,0.35,0.40,0.19,0.10,1.00,0.82,0.82
2212,0.47,0.38,0.35,0.25,0.98,0.92,0.59,1.00,0.79,0.56,0.29,0.23,0.12,0.10,0.30,0.82
1460,0.22,0.36,0.29,0.26,0.57,0.44,0.30,1.00,0.45,0.26,0.17,0.23,0.10,0.25,0.44,0.82
1943,0.78,0.31,0.60,0.31,0.19,0.29,0.19,0.28,0.42,0.18,0.77,0.62,1.00,0.10,0.12,0.82
8,0.37,0.22,0.61,1.00,0.53,0.46,0.75,0.13,0.61,0.47,0.41,0.10,0.38,0.43,0.23,0.82
3112,0.33,0.10,0.69,0.71,0.33,0.25,0.18,0.80,0.51,0.68,0.40,1.00,0.42,0.41,0.51,0.82
420,0.28,0.44,0.27,0.20,0.46,0.39,0.26,1.00,0.35,0.35,0.19,0.32,0.10,0.14,0.48,0.82
1431,0.35,0.35,0.29,0.21,0.52,0.26,0.41,1.00,0.38,0.40,0.16,0.34,0.18,0.10,0.36,0.82
2731,0.80,0.34,0.47,0.56,0.75,0.51,0.93,1.00,0.70,0.16,0.98,0.43,0.82,0.36,0.10,0.82
2586,0.24,0.25,0.53,0.61,0.40,0.30,1.00,0.19,0.55,0.43,0.21,0.10,0.32,0.33,0.28,0.82
1342,0.46,0.42,0.21,0.43,0.36,0.36,0.50,1.00,0.38,0.54,0.36,0.52,0.10,0.18,0.63,0.82
2439,0.21,0.29,0.45,0.37,0.60,0.44,0.10,1.00,0.38,0.36,0.12,0.50,0.31,0.10,0.26,0.82
506,1.00,0.18,0.47,0.45,0.18,0.44,0.26,0.37,0.45,0.10,0.66,0.74,0.50,0.14,0.23,0.82
2764,0.10,0.71,0.46,0.26,0.40,0.52,0.57,1.00,0.31,0.23,0.70,0.41,0.68,0.79,0.85,0.82
1581,0.22,0.53,0.42,0.16,0.62,1.00,0.43,0.24,0.63,0.12,0.19,0.42,0.10,0.12,0.25,0.82
470,0.33,0.24,0.61,1.00,0.24,0.13,0.61,0.31,0.49,0.10,0.23,0.51,0.23,0.44,0.78,0.82
1266,0.54,0.59,0.27,0.12,0.37,0.47,0.33,1.00,0.32,0.24,0.24,0.43,0.10,0.13,0.51,0.82
467,0.81,0.31,0.45,0.33,0.84,0.79,1.00,0.76,0.77,0.34,0.62,0.94,0.10,0.23,0.33,0.82
2824,0.20,0.12,0.56,0.51,0.89,0.87,1.00,0.88,0.68,0.76,0.61,0.37,0.27,0.10,0.37,0.82
971,0.82,0.72,0.40,0.16,0.10,0.48,0.99,0.13,0.44,0.10,1.00,0.21,0.78,0.13,0.73,0.82
2794,0.40,0.15,0.67,1.00,0.30,0.25,0.56,0.10,0.62,0.53,0.37,0.24,0.42,0.46,0.24,0.82
2791,0.25,0.39,0.47,0.42,0.47,0.57,1.00,0.79,0.45,0.10,0.31,0.66,0.22,0.38,0.55,0.82
620,0.37,0.93,0.34,0.22,0.35,0.52,0.40,1.00,0.32,0.35,0.44,0.58,0.10,0.15,0.58,0.82
2263,0.41,0.31,0.25,0.30,0.58,0.64,0.67,1.00,0.39,0.46,0.57,0.12,0.12,0.10,0.50,0.82
2612,0.30,0.12,0.55,0.32,0.65,0.44,1.00,0.32,0.71,0.87,0.27,0.22,0.28,0.10,0.26,0.82
2500,0.23,0.10,0.97,0.85,0.57,0.86,0.26,0.68,0.61,1.00,0.60,0.85,0.64,0.15,0.13,0.82
2270,0.41,0.25,0.35,0.70,0.87,0.76,0.45,0.85,0.66,1.00,0.10,0.44,0.36,0.16,0.31,0.82
1106,0.42,0.81,0.18,0.32,0.37,0.38,0.54,1.00,0.29,0.33,0.29,0.22,0.20,0.10,0.64,0.82
1770,0.33,0.32,0.59,0.82,0.10,0.27,0.13,0.46,0.49,0.60,0.35,1.00,0.37,0.27,0.58,0.82
297,0.43,0.11,0.25,0.25,0.45,0.41,1.00,0.41,0.89,0.11,0.93,0.10,0.58,0.20,0.68,0.82
2251,0.64,0.32,0.38,0.19,0.97,0.88,0.53,1.00,0.70,0.38,0.47,0.28,0.10,0.12,0.26,0.82
1348,1.00,0.46,0.39,0.21,0.27,0.39,0.55,0.55,0.33,0.10,0.96,0.55,0.41,0.14,0.39,0.82
357,0.45,0.41,0.29,0.30,0.55,0.48,0.33,1.00,0.34,0.26,0.47,0.24,0.10,0.31,0.37,0.82
778,0.78,0.49,0.35,1.00,0.21,0.10,0.99,0.21,0.49,0.48,0.61,0.20,0.59,0.41,0.92,0.82
3317,0.31,0.42,0.39,0.20,0.51,0.60,0.58,1.00,0.38,0.20,0.35,0.19,0.36,0.10,0.17,0.82
3284,0.41,0.35,0.31,0.30,0.29,0.66,0.45,1.00,0.40,0.68,0.45,0.86,0.40,0.10,0.56,0.82
3228,0.10,0.24,0.52,0.51,0.60,0.40,1.00,0.75,0.33,0.39,0.33,0.68,0.56,0.54,0.58,0.82
2557,0.19,0.12,0.50,0.18,0.43,0.49,0.34,1.00,0.61,0.10,0.30,0.44,0.40,0.15,0.21,0.82
1326,0.39,0.30,0.58,1.00,0.36,0.28,0.50,0.10,0.48,0.41,0.44,0.21,0.45,0.55,0.26,0.82
291,0.43,0.36,0.53,0.44,0.43,0.46,0.41,0.23,0.34,1.00,0.16,0.59,0.10,0.18,0.29,0.82
2042,0.57,0.30,0.36,0.58,0.39,0.14,1.00,0.39,0.50,0.38,0.27,0.10,0.16,0.56,0.67,0.82
2686,0.39,0.31,0.41,0.57,0.33,0.43,0.48,0.10,0.47,0.27,1.00,0.38,0.77,0.43,0.32,0.82
1107,0.27,0.10,0.55,0.58,0.83,1.00,0.34,0.77,0.53,0.68,0.27,0.67,0.31,0.27,0.28,0.82
2329,0.86,0.24,0.12,0.75,0.79,0.74,0.58,0.89,0.49,0.35,0.84,0.10,0.23,0.39,1.00,0.82
2358,0.78,0.26,0.42,0.23,0.99,1.00,0.87,0.72,0.82,0.66,0.12,0.57,0.10,0.25,0.36,0.82
947,0.35,0.34,0.27,0.22,0.58,0.27,0.40,1.00,0.43,0.39,0.14,0.33,0.16,0.10,0.36,0.82
1042,0.71,0.45,0.59,1.00,0.32,0.15,0.76,0.10,0.55,0.43,0.55,0.14,0.31,0.77,0.67,0.82
787,0.97,1.00,0.14,0.22,0.36,0.48,0.52,0.80,0.36,0.38,0.95,0.49,0.31,0.10,0.87,0.82
233,0.39,0.48,0.39,0.24,1.00,0.98,0.34,0.82,0.50,0.68,0.16,0.13,0.10,0.29,0.46,0.82
535,0.46,0.50,0.46,1.00,0.66,0.73,0.96,0.45,0.60,0.58,0.39,0.12,0.10,0.50,0.44,0.82
347,0.35,0.48,0.22,0.18,0.43,0.48,0.28,1.00,0.25,0.39,0.19,0.27,0.21,0.10,0.46,0.82
1736,0.63,0.62,0.38,0.66,0.23,0.10,0.10,0.37,0.32,0.19,0.20,0.18,0.12,0.48,1.00,0.82
1897,0.44,0.42,0.49,0.46,0.53,0.49,0.11,0.86,0.37,0.72,0.10,1.00,0.27,0.11,0.37,0.81
2072,0.28,0.46,0.27,0.23,0.43,0.33,0.23,1.00,0.27,0.22,0.24,0.10,0.20,0.25,0.42,0.81
210,0.46,0.78,0.30,0.20,0.50,0.56,0.18,1.00,0.30,0.34,0.23,0.24,0.10,0.26,0.44,0.81
440,0.42,0.48,0.27,0.32,0.21,0.10,1.00,0.22,0.35,0.37,0.51,0.12,0.32,0.26,0.54,0.81
2641,0.32,0.42,0.28,0.26,0.45,0.38,0.22,1.00,0.34,0.24,0.10,0.16,0.12,0.17,0.42,0.81
1607,0.46,0.15,0.68,1.00,0.30,0.17,0.55,0.10,0.56,0.29,0.96,0.26,0.39,0.66,0.66,0.81
1157,0.34,0.26,0.18,0.14,0.54,0.37,0.53,0.81,1.00,0.10,0.70,0.13,0.19,0.28,0.50,0.81
3244,0.23,0.38,0.58,0.56,0.32,0.45,0.67,0.10,0.56,0.56,0.37,1.00,0.54,0.17,0.16,0.81
1753,0.42,0.17,0.38,0.30,0.69,0.63,1.00,0.43,0.62,0.45,0.52,0.38,0.21,0.10,0.14,0.81
2956,0.30,0.19,0.48,0.45,0.40,0.23,1.00,0.21,0.51,0.49,0.27,0.10,0.28,0.25,0.24,0.81
2256,0.27,0.32,0.25,0.33,0.45,0.38,0.33,1.00,0.42,0.36,0.18,0.23,0.10,0.23,0.37,0.81
1270,0.41,0.49,0.38,0.23,0.68,0.83,1.00,0.85,0.55,0.30,0.72,0.10,0.36,0.25,0.21,0.81
2974,0.61,0.43,0.48,1.00,0.32,0.24,0.62,0.10,0.59,0.21,0.49,0.14,0.34,0.66,0.46,0.81
1803,0.98,0.27,0.27,0.55,0.29,0.23,0.42,0.10,0.38,0.35,0.59,0.22,0.49,0.78,1.00,0.81
159,0.26,0.34,0.35,0.72,0.56,1.00,0.81,0.25,0.88,0.74,0.56,0.69,0.40,0.10,0.25,0.81
768,0.58,0.45,0.34,0.53,0.30,0.35,1.00,0.23,0.71,0.33,0.92,0.10,0.42,0.54,0.43,0.81
230,0.43,0.25,0.39,0.77,0.55,0.34,1.00,0.34,0.61,0.49,0.18,0.28,0.10,0.44,0.43,0.81
95,0.28,0.17,0.33,0.55,0.86,0.52,0.38,1.00,0.61,0.49,0.32,0.34,0.38,0.10,0.17,0.81
1945,0.31,1.00,0.12,0.42,0.55,0.70,0.73,0.80,0.21,0.38,0.29,0.10,0.47,0.10,0.65,0.81
430,0.10,0.11,0.41,0.41,0.89,0.83,0.94,1.00,0.69,0.95,0.33,0.41,0.58,0.13,0.42,0.81
3311,0.86,0.75,0.35,1.00,0.17,0.23,0.83,0.35,0.41,0.10,0.74,0.46,0.38,0.57,0.99,0.81
1061,0.54,0.31,0.14,0.55,0.10,0.22,0.37,0.34,0.21,0.42,0.28,0.38,0.22,0.29,1.00,0.81
664,0.83,0.65,0.30,0.35,0.16,0.19,0.55,0.10,0.21,0.22,0.37,0.30,0.42,0.64,1.00,0.81
693,0.25,0.21,0.56,0.51,0.28,0.27,0.10,0.37,0.49,0.41,0.12,1.00,0.30,0.14,0.35,0.81
2836,0.27,0.74,0.51,0.21,0.53,0.75,0.96,1.00,0.43,0.36,0.10,0.49,0.23,0.86,0.86,0.81
2722,1.00,0.56,0.47,0.86,0.43,0.10,0.84,0.12,0.93,0.32,0.53,0.20,0.42,0.73,0.38,0.81
2034,0.47,0.49,0.35,0.75,0.79,0.70,1.00,0.64,0.74,0.10,0.60,0.17,0.29,0.45,0.25,0.81
1078,0.30,0.50,0.51,1.00,0.39,0.33,0.80,0.35,0.64,0.36,0.40,0.12,0.10,0.47,0.41,0.81
1731,0.48,0.75,0.54,0.35,0.21,0.38,0.52,0.10,0.58,0.31,0.17,1.00,0.32,0.22,0.18,0.81
1003,0.34,0.10,0.50,0.61,0.68,0.84,0.34,0.59,0.46,0.73,0.30,1.00,0.31,0.17,0.30,0.81
3430,0.55,0.31,0.29,0.30,1.00,0.85,0.43,0.95,0.81,0.50,0.29,0.11,0.10,0.18,0.27,0.81
2852,0.74,0.21,0.19,0.45,0.47,0.24,0.25,0.17,0.24,0.28,0.30,0.10,0.11,0.45,1.00,0.81
2996,0.31,0.51,0.33,0.29,0.45,0.49,0.17,1.00,0.28,0.41,0.13,0.50,0.10,0.14,0.41,0.81
2229,0.40,0.34,0.46,0.45,0.66,0.83,0.61,0.86,0.65,1.00,0.65,0.48,0.21,0.27,0.10,0.81
2317,0.15,0.26,0.55,0.10,0.83,1.00,0.15,0.46,0.56,0.87,0.29,0.17,0.21,0.14,0.30,0.81
1409,0.38,0.51,0.43,0.17,0.31,0.59,0.35,0.28,0.43,0.10,0.41,1.00,0.41,0.16,0.20,0.81
2011,0.36,0.21,0.55,0.44,0.46,0.38,0.34,0.14,0.28,1.00,0.14,0.11,0.10,0.23,0.32,0.81
130,0.25,0.52,0.23,0.33,0.52,0.53,0.52,1.00,0.59,0.21,0.21,0.17,0.29,0.10,0.22,0.81
1026,0.19,0.57,0.24,0.37,0.34,0.47,0.32,1.00,0.42,0.34,0.33,0.62,0.15,0.10,0.47,0.81
2227,0.22,0.25,0.65,0.13,0.91,1.00,0.28,0.53,0.59,0.79,0.10,0.21,0.11,0.20,0.22,0.81
1641,0.45,0.10,0.54,0.71,0.84,0.99,0.28,0.58,0.49,1.00,0.50,0.68,0.45,0.16,0.19,0.81
1438,0.24,0.10,0.74,0.87,0.26,0.29,0.38,0.55,0.57,0.65,0.50,1.00,0.51,0.27,0.29,0.81
255,0.47,0.29,0.68,0.90,0.40,0.43,0.64,0.10,0.45,0.35,0.79,1.00,0.88,0.44,0.31,0.81
2967,0.33,0.19,0.38,0.18,0.70,0.52,0.45,1.00,0.53,0.35,0.25,0.47,0.10,0.10,0.26,0.81
1406,0.28,0.17,0.58,0.38,0.68,1.00,0.19,0.52,0.39,0.96,0.30,0.55,0.30,0.10,0.22,0.81
3243,0.42,0.58,0.31,0.31,0.14,0.53,0.86,0.10,1.00,0.13,0.38,0.39,0.42,0.38,0.27,0.81
1267,0.35,0.53,0.27,0.22,0.36,0.43,0.15,1.00,0.24,0.33,0.23,0.34,0.10,0.17,0.47,0.81
1740,0.10,0.18,0.68,1.00,0.43,0.37,0.37,0.63,0.55,0.72,0.27,0.78,0.53,0.27,0.24,0.81
2855,0.10,0.30,0.37,0.44,0.41,0.41,0.64,1.00,0.67,0.48,0.35,0.38,0.15,0.23,0.23,0.80
1282,0.68,1.00,0.41,0.12,0.16,0.14,0.10,0.96,0.32,0.11,0.28,0.52,0.33,0.16,0.58,0.80
1524,0.62,0.85,0.27,0.87,0.18,0.41,0.25,0.10,0.44,0.26,0.77,0.57,0.47,0.82,1.00,0.80
922,0.27,0.32,0.18,0.27,0.13,0.10,0.11,0.15,0.19,0.12,0.45,0.14,0.37,0.20,1.00,0.80
3067,0.60,0.25,0.59,1.00,0.30,0.45,0.65,0.10,1.00,0.12,0.86,0.39,0.46,0.85,0.44,0.80
3206,0.55,0.10,0.47,0.80,0.39,0.30,0.38,0.36,0.58,0.51,0.65,1.00,0.50,0.40,0.27,0.80
1426,0.64,0.65,0.14,0.51,0.29,0.44,0.68,0.41,0.31,0.22,1.00,0.10,0.44,0.39,0.55,0.80
1815,0.38,0.37,0.19,0.53,0.50,0.40,0.10,1.00,0.27,0.48,0.35,0.60,0.28,0.29,0.49,0.80
2455,0.40,0.44,0.25,0.23,0.76,1.00,0.54,0.50,0.58,0.59,0.43,0.23,0.10,0.20,0.17,0.80
2799,0.89,0.57,0.10,0.14,0.36,0.52,0.69,0.21,0.44,0.12,1.00,0.27,0.38,0.17,0.56,0.80
2255,0.36,0.57,0.18,0.17,0.40,0.49,0.26,1.00,0.19,0.38,0.22,0.16,0.24,0.10,0.46,0.80
1650,0.42,0.46,0.27,0.30,0.20,0.10,1.00,0.20,0.34,0.37,0.50,0.10,0.31,0.25,0.53,0.80
1853,0.35,0.10,0.42,0.42,0.41,0.51,0.31,1.00,0.46,0.73,0.23,0.73,0.19,0.20,0.35,0.80
1612,0.29,0.52,0.24,0.20,0.44,0.44,0.21,1.00,0.29,0.27,0.23,0.16,0.10,0.22,0.41,0.80
1436,0.26,1.00,0.28,0.25,0.15,0.17,0.13,0.10,0.33,0.10,0.34,0.50,0.28,0.12,0.51,0.80
3439,0.55,0.45,0.22,0.60,0.54,0.55,1.00,0.53,0.71,0.34,0.90,0.37,0.10,0.57,0.48,0.80
726,0.51,0.85,0.28,0.53,0.12,0.56,0.21,0.68,0.95,0.10,0.71,1.00,0.98,0.12,0.28,0.80
2238,0.90,0.71,0.32,0.90,0.16,0.15,0.81,0.18,0.29,0.10,0.64,0.55,1.00,0.55,0.84,0.80
1420,0.10,0.10,0.39,0.39,0.88,0.83,0.94,1.00,0.69,0.96,0.32,0.40,0.57,0.12,0.42,0.80
903,0.38,0.98,0.23,0.12,0.39,0.48,0.27,1.00,0.10,0.46,0.52,0.17,0.52,0.20,0.66,0.80
3404,0.52,0.21,0.38,0.27,0.35,0.58,0.49,0.10,0.37,0.26,1.00,0.31,0.61,0.48,0.26,0.80
1579,0.64,0.22,0.35,0.36,0.29,0.27,0.44,0.32,0.54,0.10,1.00,0.49,0.23,0.27,0.26,0.80
920,0.56,0.37,0.65,0.62,0.13,0.13,0.30,0.43,0.39,0.44,0.29,1.00,0.20,0.10,0.26,0.80
3046,0.75,0.19,0.83,1.00,0.28,0.32,0.39,0.10,0.38,0.69,0.25,0.66,0.20,0.38,0.27,0.80
3059,0.33,0.44,0.35,0.56,0.31,0.47,0.57,0.88,0.52,0.87,0.43,1.00,0.10,0.19,0.53,0.80
1895,0.12,0.16,0.52,0.20,0.77,1.00,0.15,0.38,0.63,0.69,0.11,0.29,0.10,0.11,0.28,0.80
2821,0.21,0.21,0.39,0.56,0.45,0.23,1.00,0.23,0.63,0.49,0.33,0.10,0.17,0.20,0.32,0.80
2668,0.40,0.36,0.35,0.94,0.27,0.25,1.00,0.10,0.45,0.38,0.37,0.32,0.33,0.27,0.55,0.80
2788,0.44,0.26,0.39,0.42,0.59,0.66,1.00,0.17,0.51,0.10,1.00,0.10,0.56,0.20,0.35,0.80
1068,0.86,0.68,0.10,0.68,0.15,0.31,0.52,0.67,0.35,0.61,0.46,0.54,0.30,0.72,1.00,0.80
814,0.42,0.24,0.40,0.25,0.16,0.81,0.10,0.28,0.30,0.39,0.44,0.59,1.00,0.22,0.21,0.80
792,0.25,0.40,0.26,0.31,0.35,0.27,0.16,1.00,0.30,0.10,0.19,0.24,0.34,0.11,0.33,0.80
946,0.23,0.44,0.30,0.36,0.43,0.35,0.30,1.00,0.32,0.25,0.10,0.22,0.25,0.23,0.27,0.80
2387,0.65,0.25,0.10,0.49,0.56,1.00,0.65,0.76,0.33,0.42,0.60,0.14,0.59,0.11,0.36,0.80
1819,1.00,0.71,0.49,0.57,0.12,0.24,0.16,0.30,0.11,0.16,0.38,0.67,0.21,0.10,0.47,0.80
877,0.26,0.41,0.25,0.24,0.49,0.34,0.23,1.00,0.36,0.29,0.19,0.24,0.23,0.10,0.26,0.80
