,Knowledge representation and reasoning_CKAI_01,Machine learning_CKAI_02,Deep learning_CKAI_03,Data mining_CKAI_04,Automated planning and scheduling_CKAI_05,Information retrieval_CKAI_06,Computer vision_CKAI_07,Affective computing_CKAI_08,Intelligent agent_CKAI_09,Machine perception_CKAI_10,Natural language processing_CKAI_11,Speech recognition_CKAI_12,Robotics_CKAI_13,Commonsense knowledge_CKAI_14,Computer science_CKAI_16,Master_Similarity
1678,0.44,0.29,0.16,0.42,0.33,0.15,0.39,0.80,0.47,0.10,0.12,0.40,0.20,0.17,1.00,0.79
531,0.54,0.49,0.76,0.58,0.43,0.22,0.10,0.13,0.62,0.49,0.17,0.14,0.26,0.43,1.00,0.79
785,0.63,0.39,1.00,0.75,0.51,0.30,0.16,0.10,0.68,0.48,0.23,0.22,0.52,0.46,0.95,0.79
1475,0.61,0.27,0.78,0.48,0.26,0.31,0.31,0.11,0.36,0.30,0.51,0.48,1.00,0.10,0.40,0.79
1483,0.23,0.40,0.89,0.42,0.42,0.35,0.22,0.13,0.50,0.21,0.45,0.44,1.00,0.10,0.47,0.79
2877,0.16,0.23,1.00,0.63,0.60,0.13,0.43,0.64,0.87,0.39,0.13,0.10,0.72,0.67,0.70,0.79
433,0.27,0.35,1.00,0.50,0.47,0.41,0.16,0.10,0.55,0.36,0.10,0.11,0.48,0.23,0.43,0.79
3029,0.45,0.29,1.00,0.38,0.40,0.39,0.31,0.10,0.62,0.26,0.51,0.23,0.96,0.29,0.44,0.79
1167,0.85,0.49,1.00,0.81,0.48,0.10,0.18,0.17,0.64,0.36,0.26,0.16,0.36,0.54,0.92,0.79
707,0.41,0.46,0.71,0.32,0.42,0.35,0.50,0.10,0.53,0.29,0.57,0.23,0.95,0.11,1.00,0.79
2909,0.36,0.21,1.00,0.60,0.41,0.33,0.18,0.17,0.64,0.45,0.10,0.24,0.74,0.20,0.43,0.79
1506,0.55,0.31,1.00,0.35,0.27,0.30,0.11,0.24,0.46,0.29,0.36,0.50,0.77,0.10,0.60,0.79
1723,0.41,0.20,0.28,0.91,0.25,0.34,0.65,0.17,0.56,0.10,1.00,0.70,0.32,0.23,0.17,0.79
2830,0.68,0.31,0.65,0.44,0.63,0.32,0.10,0.56,0.56,0.23,0.16,0.21,0.12,0.46,1.00,0.79
725,0.32,0.22,1.00,0.66,0.50,0.22,0.17,0.28,0.54,0.63,0.10,0.26,0.58,0.42,0.59,0.79
3207,0.29,0.38,0.33,0.29,0.29,0.51,0.31,0.23,0.34,0.10,0.34,1.00,0.34,0.16,0.14,0.79
315,0.58,0.12,0.74,0.56,0.42,0.21,0.29,0.45,0.68,0.23,1.00,0.10,0.99,0.21,0.82,0.79
1589,0.35,0.27,0.38,0.62,0.37,0.24,0.43,0.10,0.32,0.10,1.00,0.27,0.65,0.26,0.34,0.79
2640,0.64,0.37,1.00,0.49,0.49,0.34,0.11,0.20,0.63,0.70,0.17,0.10,0.20,0.29,0.87,0.79
299,0.57,0.71,0.53,0.66,0.33,0.10,0.37,0.35,0.29,0.26,0.40,0.16,0.47,0.83,1.00,0.79
2594,0.22,0.23,0.94,0.44,0.71,0.88,0.17,0.44,0.67,1.00,0.10,0.13,0.36,0.22,0.39,0.79
1559,0.63,0.37,0.75,0.35,0.41,0.18,0.43,0.10,0.41,0.15,0.78,0.26,1.00,0.19,0.52,0.79
969,0.40,0.12,0.25,0.26,0.43,0.40,1.00,0.39,0.87,0.10,0.87,0.11,0.58,0.19,0.65,0.79
2953,0.48,0.46,1.00,0.59,0.39,0.20,0.10,0.17,0.62,0.26,0.53,0.26,0.97,0.44,0.80,0.79
2716,0.50,0.20,1.00,0.36,0.48,0.45,0.32,0.15,0.67,0.34,0.64,0.10,0.90,0.13,0.62,0.79
3190,0.42,0.26,1.00,0.39,0.93,0.81,0.21,0.25,0.75,0.80,0.14,0.10,0.25,0.30,0.48,0.79
2658,0.65,0.66,0.89,0.40,0.55,0.13,0.10,0.14,0.35,0.43,0.47,0.23,0.89,0.18,1.00,0.79
2441,0.95,0.55,0.53,0.53,0.28,0.29,0.40,0.23,0.38,0.45,0.53,0.10,0.67,0.79,1.00,0.79
3423,0.14,0.20,0.24,0.13,0.54,0.44,0.18,1.00,0.19,0.28,0.21,0.18,0.16,0.10,0.29,0.79
1575,1.00,0.55,0.79,0.69,0.10,0.22,0.42,0.11,0.26,0.27,0.75,0.75,1.00,0.15,0.57,0.79
1865,0.39,0.20,0.88,0.37,0.45,0.48,0.43,0.10,0.56,0.39,0.47,0.44,1.00,0.25,0.49,0.79
485,0.41,0.28,0.88,0.49,0.39,0.40,0.10,0.18,0.43,0.66,0.47,0.30,1.00,0.23,0.66,0.79
3259,0.45,0.33,1.00,0.55,0.35,0.32,0.14,0.10,0.57,0.50,0.34,0.31,0.93,0.24,0.65,0.79
1647,0.46,0.44,0.77,0.42,0.35,0.33,0.16,0.10,0.40,0.14,0.31,0.45,1.00,0.30,0.33,0.79
2806,0.35,0.35,0.59,0.34,0.21,0.43,0.33,0.10,0.44,0.31,0.25,1.00,0.49,0.17,0.26,0.79
1979,0.39,0.24,0.80,0.44,0.35,0.35,0.22,0.10,0.66,0.24,0.44,0.18,1.00,0.26,0.34,0.78
208,0.23,0.51,0.99,0.42,0.62,0.69,0.17,0.10,0.66,0.43,0.35,0.38,1.00,0.51,0.69,0.78
1976,0.68,0.22,0.97,0.67,0.40,0.27,0.36,0.10,1.00,0.12,0.28,0.90,0.48,0.13,0.55,0.78
1055,0.72,0.46,0.70,0.16,0.30,0.35,0.21,0.10,0.47,0.20,0.89,0.53,1.00,0.11,0.46,0.78
2171,0.36,0.16,0.41,1.00,0.33,0.31,0.38,0.28,0.71,0.11,0.56,0.81,0.10,0.49,0.45,0.78
3314,0.46,0.28,0.26,0.48,0.24,0.44,0.51,0.39,0.41,0.18,0.35,1.00,0.10,0.46,0.52,0.78
3283,0.41,0.47,0.72,0.48,0.55,0.34,0.31,0.16,0.50,0.28,0.69,0.10,0.92,0.48,1.00,0.78
2227,0.22,0.25,0.65,0.24,0.91,1.00,0.28,0.53,0.59,0.79,0.10,0.21,0.11,0.20,0.22,0.78
203,0.60,0.12,0.38,0.29,0.55,0.60,0.22,0.10,0.51,0.27,1.00,0.25,0.57,0.18,0.44,0.78
3219,0.38,0.38,0.89,0.45,0.31,0.25,0.18,0.10,0.48,0.26,0.37,0.50,1.00,0.21,0.31,0.78
2112,0.80,0.72,0.35,0.40,0.36,0.34,0.49,0.59,0.20,0.36,0.10,0.15,0.16,0.74,1.00,0.78
248,0.73,0.45,0.57,0.64,0.53,0.25,0.61,0.11,0.75,0.37,0.17,0.10,0.12,0.66,1.00,0.78
297,0.42,0.10,0.24,0.28,0.44,0.41,1.00,0.40,0.89,0.10,0.93,0.13,0.58,0.19,0.68,0.78
1229,0.25,0.36,0.78,0.35,0.39,0.42,0.10,0.20,0.43,0.27,0.27,0.34,1.00,0.10,0.36,0.78
1973,0.39,0.34,1.00,0.36,0.38,0.48,0.17,0.10,0.52,0.48,0.39,0.42,0.98,0.25,0.44,0.78
592,0.58,0.34,0.78,0.32,0.40,0.22,0.19,0.10,0.44,0.28,0.46,0.24,1.00,0.12,0.57,0.78
1008,0.50,0.25,1.00,0.72,0.44,0.45,0.23,0.10,0.74,0.38,0.26,0.34,0.93,0.40,0.66,0.78
875,0.68,0.49,0.75,0.60,0.45,0.21,0.10,0.10,0.56,0.42,0.26,0.12,0.34,0.48,1.00,0.78
3398,0.31,0.12,1.00,0.41,0.43,0.35,0.23,0.22,0.77,0.50,0.31,0.10,0.76,0.31,0.36,0.78
1887,0.53,0.27,0.95,0.78,0.59,0.22,1.00,0.10,0.66,0.68,0.19,0.20,0.21,0.55,0.52,0.78
2238,0.84,0.66,0.30,1.00,0.15,0.14,0.76,0.18,0.28,0.10,0.60,0.50,0.93,0.52,0.79,0.78
1878,0.55,0.14,0.82,0.40,0.51,0.67,0.15,0.12,0.62,0.42,0.57,0.35,1.00,0.10,0.18,0.78
1834,0.34,0.22,1.00,0.30,0.23,0.30,0.26,0.16,0.69,0.83,0.14,0.31,0.41,0.10,0.41,0.78
3172,0.35,0.48,0.70,0.50,0.38,0.29,0.22,0.21,0.50,0.29,0.10,0.28,0.43,0.42,1.00,0.78
2892,0.55,0.47,0.64,0.26,0.24,0.61,0.22,0.10,0.35,0.56,0.20,1.00,0.39,0.17,0.44,0.78
518,0.36,0.10,0.94,1.00,0.63,0.45,0.27,0.10,0.60,0.67,0.73,0.18,0.43,0.47,0.48,0.78
1013,0.64,0.53,0.71,0.62,0.38,0.15,0.22,0.14,0.46,0.35,0.10,0.15,0.32,0.37,1.00,0.78
1461,0.36,0.10,0.95,1.00,0.71,0.46,0.19,0.19,0.55,0.72,0.70,0.14,0.34,0.40,0.54,0.78
992,0.60,0.29,0.91,0.59,0.45,0.38,0.15,0.10,0.57,0.24,0.47,0.39,1.00,0.18,0.70,0.78
602,0.78,0.20,0.88,0.46,0.43,0.50,0.23,0.10,0.67,0.21,0.65,0.34,1.00,0.22,0.63,0.78
3432,0.45,0.20,1.00,0.43,0.48,0.36,0.10,0.20,0.45,0.45,0.59,0.34,0.93,0.21,0.45,0.78
2696,1.00,0.40,0.42,0.55,0.34,0.40,0.41,0.10,0.44,0.26,0.73,0.35,0.70,0.82,0.70,0.78
2853,0.49,0.45,0.86,0.24,0.42,0.46,0.19,0.10,0.45,0.70,0.44,0.29,0.57,0.25,1.00,0.78
1277,0.76,0.21,0.48,0.46,0.44,0.58,0.61,0.40,0.26,0.10,1.00,0.97,0.46,0.14,0.55,0.78
1180,0.47,0.44,1.00,0.60,0.49,0.31,0.18,0.10,0.65,0.18,0.48,0.22,0.99,0.40,0.76,0.78
176,0.44,0.56,0.32,0.49,0.22,0.10,0.29,0.11,0.51,0.41,0.33,0.14,0.21,0.53,1.00,0.78
2487,0.45,0.13,1.00,0.79,0.45,0.27,0.10,0.11,0.64,0.54,0.50,0.20,0.47,0.41,0.48,0.78
2208,0.48,0.43,0.93,0.19,0.46,0.49,0.24,0.10,0.65,0.53,0.25,0.49,0.62,0.16,1.00,0.78
2006,0.46,0.35,0.79,0.40,0.22,0.30,0.26,0.10,0.41,0.22,0.47,0.32,1.00,0.14,0.42,0.78
506,0.93,0.18,0.45,0.63,0.17,0.42,0.25,0.35,0.42,0.10,0.61,1.00,0.47,0.14,0.22,0.78
198,0.58,0.28,0.85,0.53,0.24,0.11,0.33,0.16,0.64,0.10,0.59,0.16,1.00,0.13,0.47,0.78
2523,0.64,0.45,0.89,0.45,0.39,0.43,0.10,0.20,0.53,0.61,0.11,0.56,0.41,0.44,1.00,0.78
80,0.41,0.59,1.00,0.53,0.45,0.22,0.10,0.11,0.60,0.44,0.23,0.14,0.60,0.33,0.99,0.78
2605,0.70,0.35,0.46,0.60,0.47,0.30,0.39,0.28,0.39,0.29,0.16,0.24,0.10,0.47,1.00,0.78
410,0.76,0.68,0.68,0.54,0.45,0.18,0.30,0.18,0.10,0.47,0.25,0.48,0.12,0.22,1.00,0.78
3329,0.22,0.10,1.00,0.58,0.44,0.33,0.21,0.32,0.69,0.54,0.42,0.23,0.96,0.35,0.39,0.78
1616,0.15,0.12,0.86,0.43,0.76,1.00,0.19,0.74,0.54,0.65,0.23,0.28,0.17,0.10,0.35,0.78
1000,0.46,0.29,0.91,0.41,0.35,0.30,0.18,0.10,0.57,0.35,0.49,0.38,1.00,0.31,0.56,0.78
2183,0.28,0.18,0.70,0.23,0.83,1.00,0.26,0.47,0.52,0.61,0.14,0.16,0.26,0.10,0.21,0.78
913,0.41,0.46,0.82,0.34,0.26,0.35,0.41,0.10,0.44,0.59,0.32,0.34,0.64,0.36,1.00,0.78
1052,0.20,0.16,0.29,0.15,0.88,1.00,0.37,0.60,0.67,0.46,0.30,0.10,0.11,0.21,0.15,0.78
2272,0.57,0.31,0.91,0.49,0.34,0.31,0.28,0.10,0.64,0.17,0.47,0.48,1.00,0.33,0.67,0.78
187,0.16,0.38,1.00,0.40,0.38,0.47,0.16,0.10,0.80,0.12,0.51,0.28,0.81,0.20,0.41,0.78
544,0.50,0.46,0.57,0.64,0.36,0.31,0.33,0.10,0.44,0.32,0.38,0.22,0.46,0.65,1.00,0.78
344,0.25,0.10,0.82,0.42,0.43,0.37,0.27,0.25,0.73,0.46,0.37,0.29,1.00,0.38,0.50,0.78
1397,0.45,0.16,0.47,1.00,0.34,0.22,0.59,0.10,0.41,0.38,0.35,0.31,0.10,0.45,0.43,0.78
3424,0.32,0.35,1.00,0.45,0.43,0.33,0.46,0.10,0.76,0.32,0.27,0.13,0.72,0.48,0.75,0.78
1547,0.16,0.20,0.65,0.33,0.91,1.00,0.28,0.47,0.57,0.79,0.10,0.23,0.24,0.14,0.29,0.78
3060,0.60,0.44,0.93,0.62,0.52,0.42,0.12,0.10,0.52,0.61,0.15,0.22,0.46,0.35,1.00,0.78
1406,0.28,0.17,0.58,0.23,0.68,1.00,0.19,0.52,0.39,0.96,0.30,0.22,0.30,0.10,0.22,0.78
3425,0.40,0.24,0.99,0.43,0.43,0.46,0.34,0.10,0.59,0.43,0.50,0.33,1.00,0.33,0.60,0.78
94,0.73,0.16,0.36,0.34,0.24,0.33,0.50,0.11,0.41,0.25,1.00,0.61,0.60,0.10,0.13,0.78
2809,0.50,0.37,0.80,0.54,0.42,0.21,0.30,0.10,0.60,0.43,0.23,0.10,0.30,0.34,1.00,0.78
1681,0.40,0.27,1.00,0.57,0.52,0.44,0.34,0.10,0.59,0.49,0.23,0.23,0.70,0.29,0.84,0.78
1053,0.83,0.44,0.38,0.69,0.36,0.47,0.40,0.10,0.26,0.13,0.70,0.44,0.64,0.19,1.00,0.78
1908,0.32,0.10,1.00,0.94,0.66,0.48,0.26,0.10,0.63,0.62,0.62,0.13,0.48,0.42,0.43,0.78
2464,0.60,0.63,0.71,0.49,0.27,0.30,0.10,0.10,0.46,0.34,0.13,0.29,0.38,0.42,1.00,0.78
2029,0.47,0.31,0.92,0.55,0.38,0.40,0.10,0.14,0.53,0.26,0.37,0.26,1.00,0.19,0.59,0.78
2011,0.36,0.21,0.55,0.57,0.46,0.38,0.34,0.14,0.28,1.00,0.14,0.20,0.10,0.23,0.32,0.78
1741,0.34,0.34,0.99,0.37,0.36,0.47,0.16,0.10,0.53,0.44,0.38,0.42,1.00,0.19,0.39,0.78
2287,0.86,0.29,0.22,0.35,0.10,0.51,0.22,0.63,0.35,0.70,0.12,1.00,0.25,0.37,0.53,0.78
3366,0.10,0.62,0.53,0.27,0.50,0.58,0.43,0.48,0.56,0.12,0.11,0.34,0.37,0.63,1.00,0.78
2459,0.39,0.16,0.89,0.73,0.35,0.40,0.37,0.10,0.71,0.28,0.53,0.47,1.00,0.46,0.40,0.78
118,0.26,0.10,0.82,0.44,0.42,0.34,0.25,0.27,0.73,0.47,0.41,0.25,1.00,0.40,0.55,0.78
1835,0.10,0.16,0.84,0.34,0.77,1.00,0.30,0.47,0.71,0.87,0.16,0.20,0.43,0.15,0.17,0.78
625,0.41,0.35,1.00,0.40,0.41,0.49,0.34,0.10,0.54,0.42,0.53,0.52,0.99,0.27,0.83,0.78
2664,0.10,0.50,0.65,0.12,0.45,0.59,0.32,0.57,0.50,0.11,0.86,0.54,1.00,0.56,0.74,0.78
1382,0.55,0.45,0.88,0.33,0.28,0.55,0.11,0.23,0.51,0.34,0.10,1.00,0.56,0.18,0.55,0.78
1776,0.44,0.37,0.99,0.71,0.34,0.40,0.21,0.10,0.66,0.17,0.25,0.71,1.00,0.11,0.47,0.78
2688,0.15,0.21,0.75,0.37,0.80,1.00,0.23,0.29,0.59,0.56,0.17,0.27,0.34,0.10,0.21,0.78
2345,0.93,0.42,0.61,0.71,0.10,0.13,0.39,0.23,0.23,0.23,0.46,1.00,0.63,0.23,0.28,0.78
2821,0.15,0.15,0.34,0.66,0.40,0.16,1.00,0.16,0.60,0.45,0.27,0.16,0.10,0.14,0.26,0.78
1822,0.36,0.28,1.00,0.50,0.41,0.41,0.15,0.10,0.55,0.91,0.10,0.17,0.53,0.18,0.39,0.78
3226,0.26,0.38,0.79,0.48,0.10,0.61,0.63,0.38,0.36,0.22,1.00,0.81,0.83,0.43,0.13,0.78
52,0.61,0.40,0.59,0.52,0.34,0.14,0.19,0.10,0.41,0.47,0.29,0.21,0.30,0.33,1.00,0.78
3022,0.71,0.19,1.00,0.74,0.45,0.15,0.13,0.30,0.83,0.10,0.38,0.35,0.28,0.61,0.53,0.78
2961,0.23,0.38,1.00,0.56,0.27,0.41,0.36,0.10,0.79,0.21,0.22,0.66,0.93,0.30,0.43,0.78
3403,0.43,0.16,0.90,0.56,0.40,0.39,0.26,0.10,0.59,0.38,0.47,0.44,1.00,0.35,0.47,0.78
2844,0.21,0.31,0.83,0.39,0.35,0.32,0.15,0.20,0.47,0.24,0.39,0.29,1.00,0.10,0.39,0.78
2911,0.35,0.27,0.84,0.41,0.40,0.40,0.22,0.14,0.47,0.17,0.39,0.38,1.00,0.10,0.22,0.78
58,0.65,0.54,0.82,0.83,0.36,0.15,0.19,0.13,0.46,0.38,0.10,0.36,0.36,0.40,1.00,0.78
3213,0.22,0.10,1.00,0.52,0.37,0.39,0.20,0.36,0.50,0.68,0.19,0.43,0.77,0.21,0.36,0.78
380,0.33,0.24,0.90,0.82,0.53,0.27,0.24,0.12,1.00,0.79,0.13,0.10,0.16,0.34,0.76,0.78
1082,0.18,0.44,0.60,0.34,0.36,0.31,0.22,0.37,0.10,0.26,0.42,0.16,1.00,0.16,0.46,0.78
2205,0.31,0.12,1.00,0.37,0.72,0.56,0.10,0.30,0.65,0.66,0.33,0.26,0.96,0.15,0.37,0.78
1016,0.46,0.23,0.97,0.72,0.38,0.26,0.50,0.10,0.93,0.28,0.91,0.30,1.00,0.46,0.89,0.78
3330,0.31,0.10,1.00,0.59,0.64,0.44,0.38,0.13,0.58,0.41,0.94,0.29,0.84,0.17,0.50,0.78
273,0.74,0.55,0.78,0.71,0.35,0.27,0.11,0.13,0.58,0.29,0.10,0.35,0.27,0.50,1.00,0.78
2998,0.61,0.37,0.46,0.40,0.35,0.58,0.36,0.10,0.32,0.36,0.46,0.28,0.68,0.35,1.00,0.78
3197,0.30,0.35,0.44,0.48,0.27,0.45,0.22,0.21,0.33,0.16,0.20,1.00,0.35,0.10,0.43,0.78
741,0.58,0.42,0.97,0.58,0.48,0.38,0.25,0.10,0.58,0.45,0.23,0.23,0.54,0.54,1.00,0.78
2075,0.54,0.49,0.94,0.70,0.33,0.34,0.19,0.10,0.57,0.27,0.42,0.15,1.00,0.39,0.90,0.78
1943,0.78,0.31,0.60,0.42,0.19,0.29,0.19,0.28,0.42,0.18,0.77,0.92,1.00,0.10,0.12,0.78
2611,0.31,0.14,1.00,0.60,0.33,0.26,0.35,0.10,0.81,0.53,0.18,0.27,0.64,0.35,0.10,0.78
2115,0.27,0.22,1.00,0.62,0.49,0.43,0.17,0.10,0.51,0.55,0.21,0.27,0.64,0.31,0.46,0.78
2703,0.96,0.68,0.45,0.37,0.37,0.54,0.35,0.10,0.30,0.26,0.75,0.35,1.00,0.78,0.79,0.78
1464,0.32,0.25,0.67,0.44,0.34,0.45,0.38,0.10,0.41,0.21,0.48,0.33,1.00,0.13,0.52,0.78
2484,0.28,0.10,1.00,0.54,0.47,0.41,0.24,0.20,0.74,0.63,0.25,0.19,0.85,0.35,0.40,0.78
1684,0.12,0.25,0.79,0.36,0.95,1.00,0.31,0.41,0.64,0.44,0.10,0.15,0.38,0.19,0.39,0.78
2022,0.91,0.26,0.14,0.79,0.49,0.35,0.61,0.96,0.29,0.37,0.70,0.10,0.10,0.76,1.00,0.78
2914,0.50,0.14,0.24,0.41,0.43,0.36,0.27,1.00,0.23,0.54,0.18,0.10,0.14,0.14,0.87,0.78
2564,0.21,0.20,1.00,0.62,0.40,0.37,0.23,0.17,0.41,0.71,0.18,0.32,0.59,0.10,0.39,0.78
2446,0.29,0.21,1.00,0.41,0.38,0.47,0.26,0.10,0.69,0.60,0.19,0.33,0.90,0.20,0.29,0.78
1119,0.66,0.40,0.79,0.66,0.48,0.23,0.13,0.10,0.60,0.50,0.24,0.11,0.31,0.48,1.00,0.78
3173,0.19,0.68,0.64,0.41,0.20,0.38,0.29,0.10,0.53,0.21,0.19,0.67,0.46,0.24,1.00,0.78
3334,0.32,0.31,1.00,0.52,0.52,0.38,0.12,0.10,0.50,0.44,0.10,0.21,0.57,0.20,0.57,0.78
3192,0.19,0.42,0.99,0.45,0.47,0.34,0.10,0.35,0.48,0.28,0.24,0.25,1.00,0.36,0.58,0.78
1783,0.27,0.21,1.00,0.56,0.42,0.35,0.15,0.10,0.48,0.75,0.44,0.13,0.74,0.15,0.17,0.78
1124,0.92,0.79,0.53,0.38,0.34,0.10,0.23,0.17,0.16,0.36,0.92,0.28,1.00,0.38,0.95,0.78
2081,0.54,0.56,0.78,0.89,0.53,0.10,0.91,0.10,1.00,0.20,0.26,0.16,0.26,0.82,1.00,0.78
77,0.43,0.18,0.75,0.83,0.24,0.47,0.10,0.22,0.52,0.32,0.58,1.00,0.66,0.29,0.45,0.78
1104,0.85,0.42,1.00,0.79,0.43,0.36,0.10,0.14,0.47,0.15,0.27,0.65,0.72,0.31,0.78,0.78
356,0.12,0.12,0.86,0.29,0.78,1.00,0.26,0.54,0.72,0.94,0.22,0.17,0.42,0.10,0.18,0.78
2988,0.32,0.10,1.00,0.56,0.41,0.40,0.25,0.20,0.69,0.39,0.52,0.28,0.94,0.41,0.39,0.77
1736,0.63,0.62,0.38,0.77,0.23,0.10,0.10,0.37,0.32,0.19,0.20,0.33,0.12,0.48,1.00,0.77
2629,0.65,0.48,0.67,0.39,0.38,0.19,0.17,0.12,0.44,0.50,0.14,0.10,0.25,0.27,1.00,0.77
1673,0.59,0.39,0.61,0.56,0.32,0.12,0.17,0.10,0.41,0.45,0.30,0.21,0.30,0.31,1.00,0.77
1992,0.78,0.25,0.50,1.00,0.43,0.29,0.19,0.10,0.53,0.28,0.57,0.39,0.25,0.70,0.72,0.77
1629,0.38,0.10,0.99,1.00,0.67,0.46,0.22,0.11,0.57,0.77,0.74,0.14,0.39,0.45,0.48,0.77
3100,0.52,0.23,0.34,1.00,0.32,0.13,0.91,0.10,0.57,0.24,0.56,0.19,0.16,0.53,0.38,0.77
2792,0.22,0.29,0.98,0.44,0.75,1.00,0.13,0.49,0.60,0.82,0.10,0.26,0.30,0.39,0.67,0.77
2225,0.45,0.10,0.94,0.57,0.48,0.57,0.44,0.21,0.53,0.54,0.30,0.57,1.00,0.23,0.74,0.77
2839,0.37,0.27,1.00,0.52,0.46,0.31,0.10,0.15,0.61,0.37,0.36,0.23,1.00,0.37,0.41,0.77
3194,0.16,0.21,0.33,0.25,0.33,0.53,1.00,0.69,0.37,0.10,0.29,0.26,0.16,0.19,0.48,0.77
416,0.75,0.40,0.86,0.63,0.34,0.40,0.12,0.10,0.50,0.21,0.36,0.55,1.00,0.30,0.82,0.77
3161,0.43,0.30,1.00,0.41,0.41,0.36,0.12,0.10,0.52,0.45,0.25,0.26,0.76,0.34,0.60,0.77
486,0.20,0.16,0.65,0.65,0.49,0.17,1.00,0.17,0.69,0.49,0.23,0.10,0.13,0.40,0.29,0.77
483,0.45,0.26,0.88,0.74,0.58,0.21,1.00,0.11,0.75,0.55,0.19,0.10,0.12,0.58,0.51,0.77
2822,0.33,0.38,0.82,0.23,0.33,0.38,0.10,0.19,0.40,0.28,0.50,0.34,1.00,0.26,0.49,0.77
1966,0.35,0.17,0.69,0.74,0.51,0.25,1.00,0.10,0.66,0.55,0.17,0.18,0.15,0.48,0.37,0.77
2111,0.54,0.25,1.00,0.40,0.43,0.51,0.38,0.10,0.63,0.40,0.61,0.46,0.93,0.51,0.86,0.77
3120,1.00,0.48,0.42,0.56,0.25,0.36,0.32,0.10,0.37,0.28,0.67,0.36,0.67,0.83,0.79,0.77
3327,0.14,0.10,0.90,0.37,0.78,1.00,0.22,0.75,0.57,0.68,0.20,0.26,0.18,0.11,0.36,0.77
2959,0.28,0.10,1.00,0.61,0.48,0.33,0.10,0.37,0.49,0.71,0.17,0.27,0.76,0.33,0.48,0.77
550,0.40,0.25,0.69,0.39,0.30,0.45,0.19,0.12,0.41,0.27,0.81,0.50,1.00,0.10,0.47,0.77
2389,0.10,0.20,0.35,0.22,0.62,1.00,0.33,0.34,0.42,0.49,0.29,0.11,0.20,0.10,0.18,0.77
817,0.65,0.42,0.79,0.67,0.48,0.24,0.14,0.10,0.59,0.52,0.15,0.11,0.27,0.48,1.00,0.77
32,0.49,0.28,0.60,0.51,0.33,0.58,0.56,0.10,0.47,0.31,0.36,0.71,0.76,0.22,1.00,0.77
508,0.42,0.12,0.26,0.46,0.13,0.21,0.25,0.60,0.15,1.00,0.26,0.32,0.10,0.22,0.39,0.77
3055,0.61,0.50,0.98,0.71,0.46,0.28,0.15,0.11,0.60,0.32,0.17,0.10,0.51,0.44,1.00,0.77
3238,0.61,0.46,0.91,0.67,0.44,0.26,0.10,0.14,0.56,0.38,0.19,0.12,0.45,0.48,1.00,0.77
1819,0.93,0.66,0.46,0.69,0.12,0.23,0.15,0.28,0.11,0.15,0.35,1.00,0.20,0.10,0.44,0.77
2541,0.29,0.51,0.92,0.46,0.32,0.25,0.11,0.13,0.50,0.15,0.54,0.16,1.00,0.10,0.63,0.77
3234,0.60,0.37,0.55,0.57,0.39,0.40,0.25,0.12,0.52,0.10,0.44,0.24,0.74,0.51,1.00,0.77
296,0.33,0.27,0.81,0.35,0.29,0.34,0.10,0.24,0.44,0.21,0.36,0.23,1.00,0.16,0.38,0.77
2942,0.68,0.21,0.84,0.99,0.48,0.54,0.62,0.23,0.91,0.10,0.69,1.00,0.44,0.90,0.94,0.77
2747,0.46,0.10,0.98,0.95,0.63,0.44,0.27,0.15,1.00,0.60,0.18,0.40,0.26,0.53,0.82,0.77
3209,0.42,0.31,0.71,0.35,0.37,0.41,0.23,0.10,0.36,0.11,0.45,0.30,1.00,0.25,0.30,0.77
1195,0.27,0.32,0.76,0.26,0.30,0.36,0.24,0.15,0.35,0.25,0.40,0.38,1.00,0.10,0.32,0.77
2546,0.56,0.13,0.78,0.70,0.47,0.62,0.53,0.10,0.65,0.33,0.45,0.68,0.94,0.21,1.00,0.77
435,0.57,0.49,0.95,0.71,0.48,0.28,0.12,0.12,0.62,0.33,0.15,0.10,0.45,0.44,1.00,0.77
2554,0.49,0.26,0.33,0.35,0.28,0.16,0.33,0.22,0.74,0.26,0.12,0.10,0.41,0.29,1.00,0.77
2146,0.69,0.18,0.41,0.39,0.29,0.44,0.51,0.39,0.19,0.10,0.70,1.00,0.34,0.17,0.34,0.77
2118,0.68,0.29,0.33,0.71,0.14,0.17,0.39,0.23,0.29,0.10,1.00,0.76,0.41,0.42,0.32,0.77
2536,0.44,0.40,0.52,0.31,0.40,0.27,0.25,0.17,0.42,0.43,0.14,0.10,0.23,0.35,1.00,0.77
777,0.61,0.45,0.31,0.61,0.21,0.34,0.20,0.10,0.28,0.42,0.39,0.19,0.57,0.44,1.00,0.77
2767,0.43,0.20,1.00,0.55,0.40,0.32,0.36,0.17,0.79,0.10,0.34,0.22,0.99,0.31,0.52,0.77
2907,0.59,0.38,0.53,0.57,0.39,0.38,0.23,0.12,0.51,0.10,0.41,0.24,0.73,0.51,1.00,0.77
1518,0.28,0.17,1.00,0.75,0.51,0.27,0.12,0.19,0.54,0.77,0.10,0.18,0.43,0.21,0.47,0.77
2099,0.13,0.18,1.00,0.48,0.52,0.36,0.21,0.19,0.62,0.62,0.10,0.10,0.40,0.16,0.42,0.77
1533,0.35,0.25,1.00,0.60,0.32,0.26,0.10,0.11,0.41,0.47,0.29,0.41,0.73,0.19,0.48,0.77
